sequence_id	is_recombinant	breakpoint_start	breakpoint_end	p_value	methods	parent_1	parent_2
OR497908.1	true	4750	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497907.1	true	4919	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497906.1	true	4919	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497905.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497904.1	true	4750	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497903.1	true	4919	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497902.1	true	4919	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497901.1	true	4919	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497900.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497899.1	true	4919	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497898.1	true	4919	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497897.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497896.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497895.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497894.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497893.1	true	4919	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497892.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497891.1	true	4919	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497890.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497889.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497888.1	true	4750	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497887.1	true	4919	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497886.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497885.1	true	4919	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497884.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497883.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497882.1	true	4805	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497881.1	true	4919	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497880.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497879.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497878.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497877.1	true	4750	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497876.1	true	4437	11548	0.000000000000	3Seq	ref_AB031663	ref_EU781827
OR497872.1	true	4677	11481	0.000000000000	3Seq	ref_JF735135	ref_JF779679
OM525909.1	true	4667	11125	0.000000000000	3Seq	ref_HQ537007	ref_JF779679
OM525906.1	true	4613	11552	0.000000000000	3Seq	ref_AY651061	ref_AB677527
OM525902.1	true	4625	11115	0.000000000000	3Seq	ref_KJ439772	ref_JF779679
OM525897.1	true	4474	11125	0.000000000000	3Seq	ref_HQ537007	ref_AB677530
OM525895.1	true	3548	10580	0.000000000000	3Seq	ref_D00944	ref_AB677527
OM525894.1	true	664	4779	0.000000000000	3Seq	ref_AB677530	ref_HQ537007
OM525892.1	true	4809	11255	0.000000000000	3Seq	ref_KJ439782	ref_DQ364460
OM525891.1	true	4751	11136	0.000000000000	3Seq	ref_KJ439772	ref_JF779679
OM525889.1	true	660	4551	0.000000000000	3Seq	ref_DQ364460	ref_JF735126
OM525888.1	true	4678	11125	0.000000000000	3Seq	ref_HQ537007	ref_JF779679
OM525883.1	true	4540	11245	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
OM525882.1	true	4537	11543	0.000000000000	3Seq	ref_KJ439774	ref_AB677527
OM525876.1	true	4596	11253	0.000000000000	3Seq	ref_KJ439782	ref_AB677527
OM525875.1	true	4667	11125	0.000000000000	3Seq	ref_HQ537007	ref_JF779679
OM525873.1	true	4667	11125	0.000000000000	3Seq	ref_HQ537007	ref_JF779679
OM525872.1	true	491	4652	0.000000000000	3Seq	ref_AB677527	ref_AY651061
OM525871.1	true	4786	11125	0.000000000000	3Seq	ref_HQ537007	ref_JF779679
OM525869.1	true	4566	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OM525867.1	true	4537	11231	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
OM525866.1	true	4725	11102	0.000000000000	3Seq	ref_HQ537007	ref_JF779679
OM525865.1	true	661	4680	0.000000000000	3Seq	ref_AB677527	ref_HQ537007
OM525864.1	true	4667	11125	0.000000000000	3Seq	ref_HQ537007	ref_JF779679
OM525863.1	true	667	4617	0.000000000000	3Seq	ref_AB622121	ref_FJ025855
OM525862.1	true	505	4566	0.000000000000	3Seq	ref_AB677530	ref_M62321
OM525856.1	true	4667	11125	0.000000000000	3Seq	ref_HQ537007	ref_JF779679
OM525854.1	true	500	4650	0.000000000000	3Seq	ref_JF779679	ref_HQ537007
OQ979441.1	true	4580	11128	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
OQ979426.1	true	4581	11521	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OQ979418.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OQ979413.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OQ979412.1	true	4750	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OQ979411.1	true	4805	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OQ979410.1	true	4686	11530	0.000000000000	3Seq	ref_KJ439777	ref_DQ364460
OQ979409.1	true	229	4537	0.000000000000	3Seq	ref_AB677527	ref_KJ439777
OQ979408.1	true	4537	11530	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
ON630858.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
ON630816.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
LC650200.1	true	4231	11263	0.000000000000	3Seq	ref_FJ025856	ref_DQ364460
LC462122.1	true	4540	11231	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
LC150893.1	true	4541	11577	0.000000000000	3Seq	ref_AB030907	ref_D90208
AB677533.1	true	4541	11577	0.000000000000	3Seq	ref_AB030907	ref_D90208
AB677532.1	true	4541	11284	0.000000000000	3Seq	ref_AB030907	ref_D90208
AB677531.1	true	4541	11284	0.000000000000	3Seq	ref_AB030907	ref_D90208
AB677530.1	true	4541	11284	0.000000000000	3Seq	ref_AB030907	ref_D90208
AB677529.1	true	4541	11284	0.000000000000	3Seq	ref_AB030907	ref_D90208
AB677528.1	true	4539	11577	0.000000000000	3Seq	ref_AB030907	ref_EU781827
AB677527.1	true	4541	11577	0.000000000000	3Seq	ref_AB030907	ref_D90208
AB622121.1	true	4692	11577	0.000000000000	3Seq	ref_AB030907	ref_D90208
AB429050.1	true	4567	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OP894660.1	true	4522	11548	0.000000000000	3Seq	ref_D84263	ref_DQ364460
OP894659.1	true	4126	11581	0.000000000000	3Seq	ref_JX227960	ref_AB622121
OP894656.1	true	1769	4692	0.000000000000	3Seq	ref_KJ439776	ref_KC248197
OP894655.1	true	183	4424	0.000000000000	3Seq	ref_AB677527	ref_D84263
OP894654.1	true	4522	11557	0.000000000000	3Seq	ref_D84263	ref_AB677530
OP894653.1	true	1766	4692	0.000000000000	3Seq	ref_KJ439776	ref_KC248197
OP894652.1	true	4689	11548	0.000000000000	3Seq	ref_EF424626	ref_DQ364460
OP894651.1	true	4618	11561	0.000000000000	3Seq	ref_EF632071	ref_AB622121
OP894650.1	true	847	4447	0.000000000000	3Seq	ref_AY587845	ref_D84263
OP894648.1	true	847	4683	0.000000000000	3Seq	ref_AB622121	ref_D84263
OP894647.1	true	229	4483	0.000000000000	3Seq	ref_AB622121	ref_KJ470625
OP894646.1	true	4585	11138	0.000000000000	3Seq	ref_FJ025856	ref_JF779679
OP894645.1	true	3534	11269	0.000000000000	3Seq	ref_JX227960	ref_AB677530
OP894643.1	true	4308	11319	0.000000000000	3Seq	ref_FJ025856	ref_AY587845
OP894642.1	true	4613	11577	0.000000000000	3Seq	ref_AY651061	ref_AB677527
OP894641.1	true	4127	11581	0.000000000000	3Seq	ref_JX227960	ref_AY587845
OP894639.1	true	4644	11574	0.000000000000	3Seq	ref_JX227977	ref_AB622121
OP894638.1	true	4622	11546	0.000000000000	3Seq	ref_FJ025854	ref_DQ364460
OP894635.1	true	134	4522	0.000000000000	3Seq	ref_AB622121	ref_D84263
OP894634.1	true	966	4498	0.000000000000	3Seq	ref_AB622121	ref_KJ470625
OP894632.1	true	4732	11584	0.000000000000	3Seq	ref_KJ439773	ref_AB622121
OP894631.1	true	4308	11319	0.000000000000	3Seq	ref_FJ025856	ref_AB677527
OK552902.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552901.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552900.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552899.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552898.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552897.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552896.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552895.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552894.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552893.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552892.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552891.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552890.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552889.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552888.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552887.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552885.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552884.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552883.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552882.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552881.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552880.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552879.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552878.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552877.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552876.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552875.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552874.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552873.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552872.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552871.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552870.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552869.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552868.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552867.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552866.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552865.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552864.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552863.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552789.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552788.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552787.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552786.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552785.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552784.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552783.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552782.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552781.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552780.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552779.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552778.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552777.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552776.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552775.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552774.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552773.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552772.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552771.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552770.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552769.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552768.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552767.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552766.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552765.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552764.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552763.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552762.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552761.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552760.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OK552759.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332203.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332202.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332201.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332200.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332199.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332198.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332197.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332196.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332195.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332194.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332193.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332192.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332191.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332190.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332189.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332188.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332187.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332186.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332185.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332184.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332183.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332182.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332181.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332180.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332179.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332178.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332177.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332176.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332175.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332174.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332173.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332172.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332171.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332170.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332169.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332168.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332167.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332166.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332165.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332164.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332163.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332162.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332161.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332160.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332159.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332158.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332157.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332156.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332155.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332154.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332153.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332152.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332151.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332150.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332149.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332148.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332147.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332146.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332145.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332144.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332143.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332142.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332141.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332140.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332139.1	true	643	4794	0.000000000000	3Seq	ref_JF779679	ref_AY651061
OL332138.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332137.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332136.1	true	4845	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332135.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332134.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332133.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332132.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332131.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332130.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332129.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332128.1	true	4845	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332127.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332126.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332125.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332124.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332123.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332122.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332121.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332120.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332119.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332118.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332117.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332116.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332115.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332114.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332113.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332112.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332111.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332110.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332109.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332108.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332107.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332106.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332105.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332104.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332103.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332102.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332101.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332100.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332099.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332098.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332097.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332096.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332095.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332094.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332093.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332092.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332091.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332090.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332089.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332088.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332087.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332086.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332085.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332084.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OL332083.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
